A-3 Justifier Mk.III;Carbine;Laser; ;3.9;49;71.5;0;43;1.4;24.4;1745.0;0.850;1100;11.850;108.00;3.24;393.81 PED;1.0;12325;8.49;2.874;0;0;0;4;0;45;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Justifier Mk.III Improved;Carbine;Laser; ;3.1;80;113.0;0;63;1.0;58.4;6596.9;2.360;1600;18.360;1340.00;40.20; ;1.0;55077;19.28;3.028;0;0;0;8;0;72;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Justifier Mk.II Improved;Carbine;Laser; ;3.9;72;104.5;0;60;1.0;50.0;5229.2;0.255;1500;15.255;1000.00;30.00;90000.00 PED;1.0;380393;15.26;3.280;0;0;0;6;0;66;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Justifier Mk.II Improved Ancient;Carbine;Laser; ;3.9;72;160.0;0;67;0.9;55.9;8940.5;0.250;1500;15.250;1000.00;30.00;350000.00 PED;1.0;388000;17.03;3.281;0;0;0;6;0;66;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso
A-3 Justifier Mk.II Modified;Carbine;Laser; ;3.5;88;110.0;0;63;1.0;64.2;7064.0;2.200;1800;20.200;3996.00;119.88; ;1.0;176188;21.21;3.028;0;0;0;8;0;80;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Justifier Mk.IV;Carbine;Laser; ;3.5;63;55.0;0;40;1.5;29.2;1605.4;1.220;1400;15.220;145.00;4.35;747.59 PED;1.0;11529;10.15;2.877;0;0;0;6;0;57;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Justifier Mk.V;Carbine;Laser; ;3.6;59;82.5;0;52;1.2;35.5;2931.9;1.250;1300;14.250;165.00;4.95;3681.55 PED;1.0;12804;12.35;2.878;0;0;0;5;0;54;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Justifier Mk.V Adjusted;Carbine;Laser; ;3;61;88.0;0;57;1.1;40.3;3544.2;1.560;1300;14.560;670.00;20.10;24915.20 PED;1.0;41661;13.83;2.912;0;0;0;6;0;55;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Justifier Mk.V Adjusted Ancient;Carbine;Laser; ;3;61;88.0;0;57;1.1;40.3;3544.2;1.310;1300;14.310;670.00;20.10; ;1.0;49611;13.59;2.963;0;0;0;6;0;55;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso
A-3 Justifier Mk.V Mentor Edition;Carbine;Laser; ;3.6;63;88.0;0;54;1.1;39.4;3467.8;1.360;1300;14.360;165.00;4.95;18000.00 PED;1.0;11769;12.92;3.049;0;0;0;6;0;57;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Mentoring;;Planet Calypso
A-3 Punisher Mk.I;Carbine;Laser; ;3;21;77.0;0;32;1.9;7.8;599.4;0.290;500;5.290;30.00;0.90;1.74 PED;1.0;10035;2.82;2.759;0;0;0;2;0;19;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Punisher Mk.I Ancient;Carbine;Laser; ;3;21;88.0;0;32;1.9;7.8;685.0; ;500; ;30.00;0.90; ; ; ; ; ;0;0;0;2;0;19;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso
A-3 Punisher Mk.II;Carbine;Laser; ;3;26;77.0;0;33;1.8;9.9;765.3;0.480;600;6.480;30.00;0.90;4.50 PED;1.0;6063;3.56;2.789;0;0;0;2;0;24;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A-3 Punisher Mk.II, SGA Edition;Carbine;Laser; ;3;28;77.0;0;33;1.8;10.7;824.1;0.480;600;6.480;30.00;0.90;163.52 PED;1.0;6063;3.56;3.003;0;0;0;3;0;25;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A&P Series Brave;Carbine;Laser; ;3.1;16;66.0;0;27;2.2;5.0;330.3;0.060;400;4.060;23.00;0.69;1.13 PED;1.0;37184;1.83;2.739;0;0;0;1;0;15;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A&P Series Brave Ancient;Carbine;Laser; ;3.1;16;88.0;0;27;2.2;5.0;440.4; ;400; ;23.00;0.69; ; ; ; ; ;0;0;0;1;0;15;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso
A&P Series Brave Mentor Edition;Carbine;Laser; ;3.5;18;77.0;0;30;2.0;6.3;481.6;0.300;400;4.300;23.00;0.69;9.05 PED;1.0;7437;2.15;2.909;0;0;0;1;0;17;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Mentoring;;Planet Calypso
A&P Series Freedom;Carbine;Laser; ;3.5;34;66.0;0;35;1.7;13.8;909.8;0.440;800;8.440;59.00;1.77;12.15 PED;1.0;13007;4.92;2.800;0;0;0;3;0;31;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A&P Series Hero;Carbine;Laser; ;3.4;30;66.0;0;35;1.7;12.2;802.7;0.500;700;7.500;45.00;1.35;7.60 PED;1.0;8731;4.38;2.780;0;0;0;3;0;27;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A&P Series Hero, SGA Edition Adjusted;Carbine;Laser; ;3.7;46;88.0;0;46;1.3;24.5;2156.9;0.747;1000;10.747;450.00;13.50; ;1.0;58434;8.24;2.975;0;0;0;5;0;41;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A&P Series Hero Adjusted;Carbine;Laser; ;3.7;44;88.0;0;46;1.3;23.4;2063.1;0.280;1000;10.280;450.00;13.50;1550.00 PED;1.0;155893;7.88;2.975;0;0;0;4;0;40;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A&P Series Hero Ancient;Carbine;Laser; ;3.4;30;88.0;0;35;1.7;12.2;1070.3;0.500;700;7.500;45.00;1.35;1700.48 PED;1.0;8731;4.38;2.780;0;0;0;3;0;27;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Pregold;;Planet Calypso
A&P Series King;Carbine;Laser; ;3.6;32;71.5;0;32;1.9;11.9;848.1;0.490;800;8.490;47.00;1.41;0.93 PED;1.0;9305;4.53;2.620;0;0;0;3;0;29;0;0;0;No;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);0;100;Ranged Laser (Dmg);0;100;Looted;;Planet Calypso
A.R.C. Improved Fire Breather (L);Flamethrower;BLP; ; ;9;16.5; ;83;0.7;8.7;142.8; ;232; ;5.00; ; ; ; ; ; ;0;0;0;0;0;9;0;0;0; ; ;BLP Pack; ; ; ;; ; ;; ; ;Imperium Token;;Planet Cyrene
A.R.C. Improved HK (L);Carbine;Laser; ;2;6;44.0; ;95;0.6;6.6;290.5;0.100;135;1.450;5.00;0.14; ;1.0;4860;2.30;2.876;0;0;6;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Sniper (Hit);1.4; ;Ranged Laser (Dmg);1.4; ;Imperium Token;12.6.1;Planet Cyrene
A.R.C. Improved Psy-Blade (L);Melee;Power Fist; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit); ; ;Brawler (Dmg); ; ;Imperium Token;;Planet Cyrene
A.R.C. Improved Psy-Sword (L);Melee;Longblades; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;Yes; ;; ; ; ;; ; ;; ; ;Imperium Token;;Planet Cyrene
A.R.C. Improved Scorpion (L);Pistol;Laser; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit); ; ;Ranged Laser (Dmg); ; ;Imperium Token;12.6.1;Planet Cyrene
A.R.C. Improved Survival Knife (L);Melee;Shortblades; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;Yes; ;; ; ; ;Knifefighter (Hit); ; ;Knifefighter (Dmg); ; ;Imperium Token;12.6.1;Planet Cyrene
A.R.C. Scorpion AP1 (L);Pistol;Laser; ;3;4;26.4; ;75;0.8;3.5;91.7;0.560;40;0.960;299.00;2.97; ;1.0;52863;1.20;2.896;0;0;0;4;0;0;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);2; ;Ranged Laser (Dmg);2; ;Crafted;;Planet Cyrene
Aakas Fire Dagger;Melee;Shortblades; ;0.6;50;4.0; ;63;1.0;36.5;145.9;12.030;0;12.030;130.00;65.00;551.26 PED;1.0;541;12.63;2.889;0;34;0;0;0;16;0;0;0;Yes; ;; ; ; ;Knifefighter (Hit);34; ;Knifefighter (Dmg);34; ;Instance, Looted;12.8.1;Planet Arkadia
Ace Of Spades Axe (L);Melee;Axes; ; ;120;5.0;0;35;1.7;48.7;243.3;28.613;0;28.613;295.00; ; ;1.0;1031;16.69;2.915;0;30;29;0;0;0;0;0;61;Yes; ;; ; ; ;Swordsman (Hit); ; ;Swordsman (Dmg); ; ;Looted;11.0.2;ROCKtropia
Ace of Spades Axe (L) Brutal;Melee;Axes; ;3.7;158;5.0;0;38;1.6;69.5;347.7; ;0; ;377.00; ; ; ; ; ; ;0;41;40;0;0;0;0;0;77;Yes; ;; ; ; ;Swordsman (Hit);61; ;Swordsman (Dmg);61; ;Looted;11.0.8;ROCKtropia
Ach O Torment's Tainted Whip (L);Melee;Whip; ;1.7;132;7.0;0;39;1.5;59.6;417.4; ; ; ;527.00;15.81; ; ; ; ; ;0;34;98;0;0;0;0;0;0;Yes; ;; ; ; ;Whipper (Hit);50; ;Whipper (Dmg);50; ;Event;9.4.1;Planet Calypso
Adjusted Dagger of Despair;Melee;Shortblades; ;0.2;62;7.0; ;67;0.9;48.1;336.8;14.512;0;14.512;566.00;16.98; ;1.0;3784;16.21;2.969;0;0;0;0;0;62;0;0;0;No; ;; ; ; ;Knifefighter (Hit);0;100;Knifefighter (Dmg);0;100;Event;12.6.2;Planet Calypso
Adolescent Argonaut's Claws (L);Melee;Power Fist; ;1.5;40;6.0; ;61;1.0;28.3;169.6; ;0; ;110.00; ; ; ; ; ; ;0;10;30;0;0;0;0;0;0;Yes; ;; ; ; ;Brawler (Hit);16; ;Brawler (Dmg);16; ;Looted;12.3.1;Planet Calypso
Aelgen Type E91 (L);Rifle;BLP; ;3.2;105;82.5; ;67;0.9;81.5;6722.8;5.019;2005;25.069;342.00;10.26; ;1.0;6610;27.99;2.911;0;0;0;80;10;15;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);91; ;Ranged BLP (Dmg);91; ;Crafted;Planet Calypso 2012.2;Planet Calypso
a large trout (L);Melee;Clubs; ;5.8;2;5.0;0;22;2.7;0.5;2.5;0.485;0;0.485;1.00;0.03;301.62%;1.0;200;0.18;2.866;0;0;2;0;0;0;0;0;0;Yes; ;; ; ; ;One Handed Clubber (Hit);0; ;One Handed Clubber (Dmg);0; ;Holiday Gift;12.10.1;Planet Calypso
Ancient Red Scorpion;Pistol;Laser; ;3;11;60.5; ;67;0.9;8.5;516.5;1.225;140;2.625;375.00;11.25; ;1.0;29694;2.93;2.912;0;0;4;4;0;3;0;0;0;Yes;Energy Amp;Weapon Cells; ; ; ;Laser Pistoleer (Hit);5.6;9;Ranged Laser (Dmg);5.6;9;Looted;14.1;Planet Cyrene
Archon's Sword;Melee;Longblades; ;0.1;53;5.0; ;53;1.1;32.5;162.7;12.325;0;12.325;123.00;3.69;1000.00 PED;1.0;969;10.89;2.989;2;50;1;0;0;0;0;0;0;Yes; ;; ; ; ;Swordsman (Hit);24;28;Swordsman (Dmg);24;28;Crafted;12.5.5;Next Island (Ancient Greece)
Arsonistic Chip I (L);Mindforce;Pyro;1;0.2;100;50.6;0;5;12.0;5.8;293.1;4.000;2040;24.400;24.00;0.72; ;1.0;582;2.03;2.848;0;0;0;0;0;100;0;0;0;Yes; ;Synthetic Mind Essence; ;11;II;Pyro Kinetic (Hit);4.5; ;Pyro Kinetic (Dmg);4.5; ;Looted;; 
Arsonistic Chip II (L);Mindforce;Pyro;2;0.2;200;52.8;0;5;12.0;11.6;611.6;7.000;4170;48.700;34.00;1.02; ;1.0;472;4.06;2.854;0;0;0;0;0;200;0;0;0;Yes; ;Synthetic Mind Essence; ;11;II;Pyro Kinetic (Hit);12; ;Pyro Kinetic (Dmg);12; ;Looted;; 
Arsonistic Chip III (L);Mindforce;Pyro;3;0.2;300;55.0;0;5;12.0;17.4;955.6;10.800;6200;72.800;44.00;1.32; ;1.0;396;6.07;2.864;0;0;0;0;0;300;0;0;0;Yes; ;Synthetic Mind Essence; ;11;II;Pyro Kinetic (Hit);19.5; ;Pyro Kinetic (Dmg);19.5; ;Looted;; 
Arsonistic Chip III TEN Edition;Mindforce;Pyro;3;0.2;300;60.5;0;5;12.0;17.4;1051.2;10.500;6000;70.500;44.00;1.32; ;1.0;407;5.88;2.957;0;0;0;0;0;300;0;0;0;Yes; ;Synthetic Mind Essence;1.3;11;II;Pyro Kinetic (Hit);19.5;24.5;Pyro Kinetic (Dmg);19.5;24.5;Looted;14.0.3; 
Arsonistic Chip III TEN Edition (L);Mindforce;Pyro;3;0.2;300;60.5;0;5;12.0;17.4;1051.2;10.500;6000;70.500;44.00;1.32;130.00%;1.0;407;5.88;2.957;0;0;0;0;0;300;0;0;0;Yes; ;Synthetic Mind Essence;1.3;11;II;Pyro Kinetic (Hit);19.5;24.5;Pyro Kinetic (Dmg);19.5;24.5;Looted;; 
Arsonistic Chip IV (L);Mindforce;Pyro;21;0.2;400;58.3; ;5;12.0;23.2;1350.6;13.500;8330;96.800;54.00;1.62;140.00%;1.0;388;8.07;2.872;0;0;0;0;0;400;0;0;0;Yes; ;Synthetic Mind Essence; ;12.5;II;Pyro Kinetic (Hit);21; ;Pyro Kinetic (Dmg);21; ;Looted;; 
Arsonistic Chip IV (L) Adjusted;Mindforce;Pyro; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ;; ; ; ;; ; ;; ; ;Looted;14.1.3; 
Arsonistic Chip IX (L);Mindforce;Pyro; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ;; ; ; ;; ; ;; ; ;Looted;; 
Arsonistic Chip V (L);Mindforce;Pyro;5;0.2;500;60.5;0;4;15.0;23.2;1401.6; ;10380; ;64.00;1.92; ; ; ; ; ;0;0;0;0;0;500;0;0;0;Yes; ;Synthetic Mind Essence; ; ;II;Pyro Kinetic (Hit);25; ;Pyro Kinetic (Dmg);25; ;Looted;; 
Arsonistic Chip VI (L);Mindforce;Pyro; ;0.2;600;62.7; ;4;15.0;27.8;1743.1; ;12250; ;74.00; ; ; ; ; ; ;0;0;0;0;0;600;0;0;0;Yes; ;Synthetic Mind Essence; ; ; ;; ; ;; ; ;Looted;14.1.3; 
Arsonistic Chip VII (L);Mindforce;Pyro;7;0.2;700;64.9;0;5;12.0;40.5;2631.2; ;14300; ;84.00;2.52; ; ; ; ; ;0;0;0;0;0;700;0;0;0;Yes; ;Synthetic Mind Essence; ;11;II;Pyro Kinetic (Hit);70.5; ;Pyro Kinetic (Dmg);70.5; ;Looted;14.1.3; 
Arsonistic Chip VIII (L);Mindforce;Pyro; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ;; ; ; ;; ; ;; ; ;Looted;14.1.3; 
Assassin R150;Rifle;BLP; ;2;63;56.1;0;53;1.1;38.7;2169.8;4.747;1100;15.747;13704.00;6852.00;25000.00 PED;1.0;144344;13.91;2.781;0;0;6;57;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);34.1;37.5;Ranged BLP (Dmg);34.1;37.5;Looted;;Planet Calypso
Assassin R150 (L);Rifle;BLP; ;2;63;56.1;0;53;1.1;38.7;2169.8;4.511;1100;15.511;289.00;8.67;119.08%;1.0;6215;13.70;2.823;0;0;6;57;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);34.1; ;Ranged BLP (Dmg);34.1; ;Looted;;Planet Calypso
Assassin R150 (L) Adjusted;Rifle;BLP; ;1.7;68;63.8;0;52;1.2;41.0;2613.2;4.521;1200;16.521;1023.00;30.69;122.04%;1.0;21949;14.32;2.861;0;0;9;59;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);34.1; ;Ranged BLP (Dmg);34.1; ;Looted;10.0.10;Planet Calypso
Assault Rifle (FA)(L);Rifle;BLP; ;3.6;2;82.5;0;34;1.8;0.8;65.0;0.081;41;0.491;0.14;0.0042; ;1.0;168;0.28;2.831;0;0;0;1;0;1;0;0;0;Yes; ;Ammo (Low Grade); ; ; ;BLP Sniper (Hit);0; ;Ranged BLP (Dmg);0; ;Thing TT;;Hunt The THING
B.A.M.F ZA1 (L);Rifle;BLP; ;4.6;11;37.4; ;40;1.5;5.1;190.6;0.479;221;2.689;5.00;0.15; ;1.0;1013;1.79;2.843;0;0;3;8;0;0;0;0;0;Yes; ;BLP Pack; ; ; ;BLP Sniper (Hit);0;3;Ranged BLP (Dmg);0;3;Looted;11.3.6;ROCKtropia
B.A.M.F ZA2 (L);Rifle;BLP; ;4.5;18;37.4;0;41;1.5;8.5;319.7;0.773;363;4.403;12.50;0.375; ;1.0;1569;3.01;2.841;0;0;5;13;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);3;6;Ranged BLP (Dmg);3;6;Looted;;ROCKtropia
B.A.M.F ZA3 (L);Rifle;BLP; ;4.6;24;38.5;0;41;1.5;11.4;438.8;1.041;483;5.871;21.50;0.65;108.53%;1.0;2003;4.01;2.841;0;0;7;17;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);5;8;Ranged BLP (Dmg);5;8;Looted;11.8.3;ROCKtropia
B.A.M.F ZK1;Rifle;BLP; ;5;16;31.9;0;44;1.4;8.2;260.1; ;280; ;5.90;2.95;221.79 PED; ; ; ; ;0;0;4;12;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0; ;Ranged BLP (Dmg);0; ;Looted;;ROCKtropia
B.A.M.F ZK1 (L);Rifle;BLP; ;4.8;16;33.0;0;44;1.4;8.2;269.1;1.100;280;3.900;5.30;0.159; ;1.0;468;2.86;2.851;0;0;4;12;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);0;5;Ranged BLP (Dmg);0;5;Looted;11.0.0;ROCKtropia
B.A.M.F ZK2;Rifle;BLP; ;4.9;24;33.0;0;44;1.4;12.2;403.7; ;460; ;8.00;4.00;450.74 PED; ; ; ; ;0;0;6;18;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);4.9; ;Ranged BLP (Dmg);4.9; ;Looted;11.0.8;ROCKtropia
B.A.M.F ZK2 (L);Rifle;BLP; ;4.3;24;34.1;0;45;1.3;12.5;426.6;1.270;460;5.870;8.40;0.252; ;1.0;642;4.40;2.842;0;0;6;18;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);4.9;8;Ranged BLP (Dmg);4.9;8;Looted;11.0.0;ROCKtropia
B.A.M.F ZK2 (L) Custom;Rifle;BLP; ;2.7;24;36.3;0;47;1.3;13.1;474.3;1.040;480;5.840;20.00;0.60; ;1.0;1866;4.57;2.856;0;0;6;0;0;18;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);4.2; ;Ranged BLP (Dmg);4.2; ;Looted;;ROCKtropia
B.A.M.F ZK3 (L);Rifle;BLP; ;4.4;31;33.0;0;45;1.3;16.2;533.2;1.386;620;7.586;11.50;0.345;123.73%;1.0;805;5.69;2.840;0;0;8;23;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);7;10;Ranged BLP (Dmg);7;10;Looted;11.0.0;ROCKtropia
B.A.M.F ZK4 (L);Rifle;BLP; ;4.6;36;34.1;0;45;1.3;18.8;639.9;1.540;730;8.840;18.40;0.552;125.00%;1.0;1159;6.63;2.830;0;0;9;27;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);9;13;Ranged BLP (Dmg);9;13;Looted;11.0.0;ROCKtropia
B.A.M.F ZK5 (L);Rifle;BLP; ; ;42;34.1;0;44;1.4;21.4;729.9; ;830; ;25.30; ; ; ; ; ; ;0;0;11;31;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);11;15;Ranged BLP (Dmg);11;15;Looted;;ROCKtropia
B.A.M.F ZK5 (L) Custom;Rifle;BLP; ; ;42;36.3;0;46;1.3;22.4;812.4;1.695;860;10.295;45.30;1.359; ;1.0;2593;7.89;2.835;0;0;0;0;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit); ; ;Ranged BLP (Dmg); ; ;Looted;11.1.3;ROCKtropia
B.A.M.F ZK6 (L);Rifle;BLP; ;4.6;49;34.1;0;44;1.4;25.0;851.6;2.180;990;12.080;46.00;1.38;104.35%;1.0;2047;8.86;2.819;0;0;13;36;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);14; ;Ranged BLP (Dmg);14;18;Looted;11.0.0;ROCKtropia
B.A.M.F ZK7;Rifle;BLP; ;4.5;57;34.1;0;43;1.4;28.4;968.1;2.679;1150;14.179;64.00;31.98;2000.01 PED;1.0;1196;10.16;2.794;0;0;0;0;0;0;0;0;0;Yes;BLP Amp;BLP Pack; ; ; ;BLP Sniper (Hit);16; ;Ranged BLP (Dmg);16; ;Event;12.1.4;ROCKtropia
