Aetherex;Prowler;940; ; ;116; ; ;Great;24;10904; ; ;83;15;5;94;90; ; ; ; ; ; ; ; ; 
Aetherex;Stalker;1000; ; ;121; ; ;Great;25;12100; ; ;84;16;5;100;91; ; ; ; ; ; ; ; ; 
Aetherex;Alpha;830; ; ; ; ; ;Large;19; ; ; ;81;14;5;83;86; ; ; ; ; ; ; ; ; 
Agrash;Single Maturity Mob;17580; ; ; ; ; ;Great; ; ; ; ;45;35;21;1758;64; ; ; ; ; ; ; ; ; 
Akbal Big Bulk;Gen. 06;10000; ; ; ; ; ;Huge;86; ; ; ;100;100;25;1000;100; ; ; ; ; ; ; ; ; 
Akbal Big Bulk;Gen. 07;15000; ; ; ; ; ;Immense;109; ; ; ;100;100;25;1500;100; ; ; ; ; ; ; ; ; 
Akbal Defender;Gen. 01;380; ; ; ; ; ;Limited;11; ; ; ;100;100;15;38;100; ; ; ; ; ; ; ; ; 
Akbal Defender;Gen. 02;900; ; ; ; ; ;Medium;15; ; ; ;100;100;15;90;100; ; ; ; ; ; ; ; ; 
Akbal Defender;Gen. 03;1500; ; ; ; ; ;Large;19; ; ; ;100;100;15;150;100; ; ; ; ; ; ; ; ; 
Akbal Defender;Gen. 04;1800; ; ; ; ; ;Large;22; ; ; ;100;100;15;180;100; ; ; ; ; ; ; ; ; 
Akbal Defender;Gen. 06;2900; ; ; ; ; ;Large;30; ; ; ;100;100;15;290;100; ; ; ; ; ; ; ; ; 
Akbal Defender;Gen. 05;1900; ; ; ; ; ;Large;24; ; ; ;100;100;15;190;100; ; ; ; ; ; ; ; ; 
Akbal Defender;Gen. 07;3400; ; ; ; ; ;Great;35; ; ; ;100;100;15;340;100; ; ; ; ; ; ; ; ; 
Akbal Droka;Gen. 01;240; ; ; ; ; ;Limited;8; ; ; ;100;100;25;24;100; ; ; ; ; ; ; ; ; 
Akbal Droka;Gen. 02;400; ; ; ; ; ;Limited;10; ; ; ;100;100;25;40;100; ; ; ; ; ; ; ; ; 
Akbal Droka;Gen. 03;800; ; ; ; ; ;Medium;12; ; ; ;100;100;25;80;100; ; ; ; ; ; ; ; ; 
Akbal Droka;Gen. 04;1000; ; ; ; ; ;Medium;14; ; ; ;100;100;25;100;100; ; ; ; ; ; ; ; ; 
Akbal Drone;Gen. 01;200; ; ; ; ; ;Small;7; ; ; ;100;100;30;20;100; ; ; ; ; ; ; ; ; 
Akbal Drone;Gen. 02;300; ; ;20; ; ;Limited;8;600; ; ;100;100;30;30;100; ; ; ; ; ; ; ; ; 
Akbal Drone;Gen. 03;600; ; ;43; ; ;Medium;12;2580; ; ;100;100;30;60;100; ; ; ; ; ; ; ; ; 
Akbal Drone;Gen. 04;900; ; ; ; ; ;Medium;15; ; ; ;100;100;30;90;100; ; ; ; ; ; ; ; ; 
Akbal Drone Coordinator;Gen. 01;300; ; ; ; ; ;Limited;10; ; ; ;100;100;35;30;100; ; ; ; ; ; ; ; ; 
Akbal Drone Coordinator;Gen. 02;450; ; ; ; ; ;Medium;13; ; ; ;100;100;35;45;100; ; ; ; ; ; ; ; ; 
Akbal Drone Coordinator;Gen. 03;900; ; ; ; ; ;Large;16; ; ; ;100;100;35;90;100; ; ; ; ; ; ; ; ; 
Akbal Drone Coordinator;Gen. 04;1500; ; ; ; ; ;Large;20; ; ; ;100;100;35;150;100; ; ; ; ; ; ; ; ; 
Akbal Eviscerator;Gen. 06;4200; ; ; ; ; ;Huge;68; ; ; ;100;100;60;420;100; ; ; ; ; ; ; ; ; 
Akbal Eviscerator;Gen. 05;3200; ; ; ; ; ;Great;54; ; ; ;100;100;60;320;100; ; ; ; ; ; ; ; ; 
Akbal Eviscerator;Gen. 07;4600; ; ; ; ; ;Huge;82; ; ; ;100;100;60;460;100; ; ; ; ; ; ; ; ; 
Akbal Harbinger;Digamma;3000; ; ; ; ; ;Huge;49; ; ; ;100;100;60;300;100; ; ; ; ; ; ; ; ; 
Akbal Harbinger;Epsilon;2000; ; ; ; ; ;Great;39; ; ; ;100;100;60;200;100; ; ; ; ; ; ; ; ; 
Akbal Harbinger;Zeta;3400; ; ; ; ; ;Huge;55; ; ; ;100;100;60;340;100; ; ; ; ; ; ; ; ; 
Akbal Legionaire;Gen. 04;2000; ; ; ; ; ;Great;32; ; ; ;100;100;55;200;100; ; ; ; ; ; ; ; ; 
Akbal Legionaire;Gen. 06;3100; ; ; ; ; ;Huge;50; ; ; ;100;100;55;310;100; ; ; ; ; ; ; ; ; 
Akbal Legionaire;Gen. 05;2100; ; ; ; ; ;Great;38; ; ; ;100;100;55;210;100; ; ; ; ; ; ; ; ; 
Akbal Legionaire;Gen. 07;3900; ; ; ; ; ;Huge;56; ; ; ;100;100;55;390;100; ; ; ; ; ; ; ; ; 
Akbal Second Entity;Gen. 06;4800; ; ; ; ; ;Huge;58; ; ; ;100;100;80;480;100; ; ; ; ; ; ; ; ; 
Akbal Second Entity;Gen. 07;7000; ; ; ; ; ;Immense;81; ; ; ;100;100;80;700;100; ; ; ; ; ; ; ; ; 
Akbal Spider Bomber;Single Maturity Mob;200; ; ; ; ; ;Limited;8; ; ; ;25;25;25;20;25; ; ; ; ; ; ; ; ; 
Akbal Trooper;Gen. 03;1400; ; ; ; ; ;Large;20; ; ; ;100;100;50;140;100; ; ; ; ; ; ; ; ; 
Akbal Trooper;Gen. 04;1700; ; ; ; ; ;Great;25; ; ; ;100;100;50;170;100; ; ; ; ; ; ; ; ; 
Akbal Trooper;Gen. 06;2800; ; ; ; ; ;Great;38; ; ; ;100;100;50;280;100; ; ; ; ; ; ; ; ; 
Akbal Trooper;Gen. 05;1800; ; ; ; ; ;Great;30; ; ; ;100;100;50;180;100; ; ; ; ; ; ; ; ; 
Akbal Trooper;Gen. 07;3200; ; ; ; ; ;Huge;49; ; ; ;100;100;50;320;100; ; ; ; ; ; ; ; ; 
Akbal Warlock;Gen. 07;12000; ; ; ; ; ;Immense;98; ; ; ;100;100;90;1200;100; ; ; ; ; ; ; ; ; 
Akbal Warrior;Gen. 02;700; ; ; ; ; ;Large;15; ; ; ;100;100;40;70;100; ; ; ; ; ; ; ; ; 
Akbal Warrior;Gen. 03;1100; ; ; ; ; ;Large;20; ; ; ;100;100;40;110;100; ; ; ; ; ; ; ; ; 
Akbal Warrior;Gen. 04;1500; ; ; ; ; ;Great;25; ; ; ;100;100;40;150;100; ; ; ; ; ; ; ; ; 
Akbal Warrior;Gen. 06;2600; ; ; ; ; ;Huge;40; ; ; ;100;100;40;260;100; ; ; ; ; ; ; ; ; 
Akbal Warrior;Gen. 05;1600; ; ; ; ; ;Great;32; ; ; ;100;100;40;160;100; ; ; ; ; ; ; ; ; 
Akbal Warrior;Gen. 07;3100; ; ; ; ; ;Huge;45; ; ; ;100;100;40;310;100; ; ; ; ; ; ; ; ; 
Allophyl;Young;500;100;5;26;6.5;15;Limited;14;1300; ; ;19;4;5;50;45; ; ; ; ; ; ; ; ; 
Allophyl;Mature;560;100;5.6;31;7.8;15;Medium;16;1736; ; ;24;4;4;56;52; ; ; ; ; ; ; ; ; 
Allophyl;Old;660;120;5.5;39;9.8;15;Medium;18;2574; ; ;25;5;5;66;50; ; ; ; ; ; ; ; ; 
Allophyl;Provider;710;128;5.55;42;10.5;15;Medium;19;2982; ; ;26;5;5;71;51; ; ; ; ; ; ; ; ; 
Allophyl;Guardian;790;127;6.22;47;11.8;15;Medium;22;3713; ; ;25;5;5;79;50; ; ; ; ; ; ; ; ; 
Allophyl;Dominant;830;100;8.3;50;12.5;15;Medium;23;4150; ; ;30;5;5;83;52; ; ; ; ; ; ; ; ; 
Allophyl;Alpha;900;100;9;69;17.3;15;Large;24;6210; ; ;35;5;5;90;53; ; ; ; ; ; ; ; ; 
Allophyl;Stalker;1230;100;12.3;99;24.8;15;Large;30;12177; ; ;35;5;5;123;55; ; ; ; ; ; ; ; ; 
Allophyl;Old Alpha;1010;100;10.1;75;18.8;15;Large;26;7575; ; ;35;5;5;101;55; ; ; ; ; ; ; ; ; 
Allophyl;Prowler;1100;100;11;83;20.8;15;Large;28;9130; ; ;35;5;5;110;55; ; ; ; ; ; ; ; ; 
Ambulimax;Young;1010;100;10.1;45;15;20;Medium;25;4545; ; ;17;4;2;101;120; ; ; ; ; ; ; ; ; 
Ambulimax;Mature;1070;100;10.7;57;19;20;Medium;27;6099; ; ;20;5;2;107;125; ; ; ; ; ; ; ; ; 
Ambulimax;Old;1160;100;11.6;72;24;20;Large;31;8352; ; ;20;6;3;116;128; ; ; ; ; ; ; ; ; 
Ambulimax;Provider;1390;100;13.9;120;40;20;Great;41;16680; ; ;20;10;3;139;130; ; ; ; ; ; ; ; ; 
Ambulimax;Guardian;1480;100;14.8;140;46.7;20;Great;59;20720; ; ;20;10;4;148;130; ; ; ; ; ; ; ; ; 
Ambulimax;Dominant;1570;100;15.7;147;49;20;Great;63;23079; ; ;20;10;4;157;133; ; ; ; ; ; ; ; ; 
Ambulimax;Alpha;1590;100;15.9;150;50;20;Great;63;23850; ; ;21;10;4;159;133; ; ; ; ; ; ; ; ; 
Ambulimax;Stalker;1760;100;17.6;170;56.7;20;Huge;53;29920; ; ;22;10;4;176;135; ; ; ; ; ; ; ; ; 
Ambulimax;Prowler;1700;100;17; ; ;20;Huge;52; ; ; ;21;10;4;170;135; ; ; ; ; ; ; ; ; 
Ambulimax;Old Alpha;1660;100;16.6; ; ;20;Huge;66; ; ; ;22;10;4;166;133; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Frisky;150; ; ;12; ; ;Minimal; ;180; ; ;27;40;40;15;16; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Voluptuous;170; ; ;14; ; ;Minimal; ;238; ; ;29;41;41;17;16; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Dancer;130; ; ;10; ; ;Minimal; ;130; ; ;25;40;40;13;13; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Bootylicious;230; ; ; ; ; ;Small; ; ; ; ;33;44;44;23;18; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Drunk;200; ; ;16; ; ;Minimal; ;320; ; ;31;42;42;20;17; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Moody;310; ; ;28; ; ;Small;7;868; ; ;39;46;46;31;19; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Foxy;270; ; ;24; ; ;Small;6;648; ; ;36;45;45;27;19; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Freaky;420; ; ;40; ; ;Medium;10;1680; ; ;44;49;49;42;21; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Strung Out;360; ; ; ; ; ;Limited;8; ; ; ;42;48;48;36;20; ; ; ; ; ; ; ; ; 
Android Video Vixen Clone;Diva;490; ; ; ; ; ;Medium; ; ; ; ;48;50;50;49;22; ; ; ; ; ; ; ; ; 
Araneatrox;Guardian;2670;100;26.7;304; ; ;Immense;99;81168; ; ;30;30;10;267;246; ; ; ; ; ; ; ; ; 
Araneatrox;Dominant;2780;100;27.8;309; ; ;Immense;105;85902; ; ;30;30;10;278;250; ; ; ; ; ; ; ; ; 
Araneatrox;Alpha;2880;100;28.8;325; ; ;Immense;109;93600; ; ;30;30;10;288;260; ; ; ; ; ; ; ; ; 
Araneatrox;Old Alpha;2970;100;29.7;343; ; ;Immense;114;101871; ; ;30;30;10;297;263; ; ; ; ; ; ; ; ; 
Araneatrox;Prowler;3140;100;31.4;365; ; ;Immense;122;114610; ; ;30;30;10;314;260; ; ; ; ; ; ; ; ; 
Araneatrox;Stalker;3560;100;35.6;429; ; ;Gigantic;141;152724; ; ;30;30;10;356;263; ; ; ; ; ; ; ; ; 
Araneatrox;Provider;2390;100;23.9; ; ; ;Immense;85; ; ; ;10;30;10;239;245; ; ; ; ; ; ; ; ; 
Araneatrox;Old;2100;100;21;200; ; ;Huge;71;42000; ; ;10;30;10;210;240; ; ; ; ; ; ; ; ; 
Araneatrox;Young;1660;100;16.6;140; ; ;Great;52;23240; ; ;30;20;20;166;150; ; ; ; ; ; ; ; ; 
Araneatrox;Mature;1820;100;18.2;160; ; ;Great;58;29120; ; ;10;20;10;182;230; ; ; ; ; ; ; ; ; 
Arges Cyclops;Slow;720; ; ;45; ; ; ;10;3240; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; 
Arges Cyclops;Defender;800; ; ;48; ; ; ;11;3840; ; ; ; ; ;80; ; ; ; ; ; ; ; ; ; 
Arges Cyclops;Mighty;1100; ; ;66; ; ; ;12;7260; ; ; ; ; ;110; ; ; ; ; ; ; ; ; ; 
Arges Cyclops;Defiant;1300; ; ;75; ; ; ;14;9750; ; ; ; ; ;130; ; ; ; ; ; ; ; ; ; 
Arges Cyclops;Destroyer;900; ; ;55; ; ; ;11;4950; ; ; ; ; ;90; ; ; ; ; ; ; ; ; ; 
Arges Cyclops;Angry; ; ; ;62; ; ; ;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Argonaut;Young;300;1515.63;0.2;20;6.7;20;Small;5;600; ;0.6;15;10;10;30;20; ;5;15; ; ; ; ; ; 
Argonaut;Scout;250; ; ;30;10;20;Limited;7;750; ; ;15;10;10;25;15; ;10;20; ; ; ; ; ; 
Argonaut;Adult;300;1033;0.29;30;10;20;Limited;7;900; ; ;20;10;10;30;20; ;10;20; ; ; ; ; ; 
Argonaut;Gatherer;400;1271.72;0.31;35;11.7;20;Limited;8;1400; ; ;20;10;10;40;20; ;10;25; ; ; ; ; ; 
Argonaut;Guardian;500;1562.55;0.32;40;13.3;20;Medium;10;2000; ; ;25;15;15;50;25; ; ; ; ; ; ; ; ; 
Argonaut;Scavenger;580;878;0.66;60;20;20;Large;13;3480; ; ;30;15;10;58;30; ; ; ; ; ; ; ; ; 
Argonaut;Raider;620;1607;0.39;68;22.7;20;Large;13;4216; ; ;18;15;10;62;24; ; ; ; ; ; ; ; ; 
Argonaut;Hunter;700;1627.9;0.43;89;29.7;20;Large;17;6230; ; ;35;25;15;70;35; ; ; ; ; ; ; ; ; 
Argonaut;Warrior;850;1414.14;0.6;108;36;20;Great;20;9180; ; ;38;27;15;85;40; ; ; ; ; ; ; ; ; 
Argonaut;Leader;1000;2153.84;0.46;121;40.3;20;Great;22;12100; ;50;39;29;15;100;46; ; ; ; ; ; ; ; ; 
Argonaut;Raider Elite;1290; ; ; ; ;20;Large; ; ; ; ;18;15;10;129;34; ; ; ; ; ; ; ; ; 
Argonaut;Scavenger Elite;1220; ; ;76;25.3;20;Large;22;9272; ; ;30;15;10;122;30; ; ; ; ; ; ; ; ; 
Argonaut;Warrior Elite;1750; ; ; ; ;20;Great;37; ; ; ;38;27;15;175;40; ; ; ; ; ; ; ; ; 
Argonaut;Leader Elite;2250; ; ; ; ;20;Great;42; ; ; ;39;29;15;225;46; ; ; ; ; ; ; ; ; 
Armax Bull;Young;410;1490;0.28;52;17.3;20;Medium;9;2132; ; ;20;6;2;41;35; ; ; ; ; ; ; ; ; 
Armax Bull;Mature;550;1410;0.39;63;21;20;Large;11;3465; ; ;20;7;2;55;40; ; ; ; ; ; ; ; ; 
Armax Bull;Dominant;950; ; ;115;38.3;20;Great;20;10925; ; ;21;6;2;95;70; ; ; ; ; ; ; ; ; 
Armax Bull;Provider;800; ; ;83;27.7;20;Large;15;6640; ; ;22;7;3;80;44; ; ; ; ; ; ; ; ; 
Armax Bull;Old;650;1360;0.48;75;25;20;Large;14;4875; ; ;21;7;3;65;42; ; ; ; ; ; ; ; ; 
Armax Bull;Old Alpha;1300; ; ; ; ;20;Huge;25; ; ; ;22;7;2;130;80; ; ; ; ; ; ; ; ; 
Armax Bull;Guardian;850; ; ;89;29.7;20;Great;16;7565; ; ;22;8;3;85;45; ; ; ; ; ; ; ; ; 
Armax Bull;Alpha;1100; ; ;133;44.3;20;Great;21;14630; ; ;22;6;2;110;75; ; ; ; ; ; ; ; ; 
Armax Bull;Prowler;1440; ; ; ; ;20;Huge; ; ; ; ;22;7;2;144;80; ; ; ; ; ; ; ; ; 
Armax Bull;Stalker;1500; ; ; ; ;20;Huge; ; ; ; ;23;7;2;150;80; ; ; ; ; ; ; ; ; 
Armax Cow;Young;230;1180;0.19;35;11.7;20;Limited;6;805; ; ;15;5;3;23;30; ; ; ; ; ; ; ; ; 
Armax Cow;Mature;290; ; ;39;13;20;Limited;7;1131; ; ;15;5;2;29;31; ; ; ; ; ; ; ; ; 
Armax Cow;Old;510; ; ;49;16.3;20;Medium;9;2499; ; ;15;5;2;51;35; ; ; ; ; ; ; ; ; 
Armax Cow;Provider;600; ; ;70;23.3;20;Large;12;4200; ; ;15;6;3;60;36; ; ; ; ; ; ; ; ; 
Armax Cow;Guardian;690; ; ;79;26.3;20;Large;14;5451; ; ;16;6;3;69;37; ; ; ; ; ; ; ; ; 
Armax Cow;Alpha;790; ; ; ; ;20;Large;15; ; ; ;17;6;2;79;38; ; ; ; ; ; ; ; ; 
Armax Cow;Dominant;790; ; ; ; ;20;Large;15; ; ; ;18;6;3;79;38; ; ; ; ; ; ; ; ; 
Armax Cow;Old Alpha;890; ; ; ; ;20;Large; ; ; ; ;17;6;2;89;39; ; ; ; ; ; ; ; ; 
Armax Cow;Prowler;980; ; ; ; ;20;Great; ; ; ; ;17;6;2;98;42; ; ; ; ; ; ; ; ; 
Armax Cow;Stalker;1070; ; ; ; ;20;Great; ; ; ; ;17;6;2;107;45; ; ; ; ; ; ; ; ; 
Asmodai's Legionaire;Single Maturity Mob;8000; ; ;191; ; ;Immense;104;152800; ; ;20;40;80;800;1201; ; ; ; ; ; ; ; ; 
Astaroth's Legionaire;Single Maturity Mob;3200; ; ;135; ; ;Huge;60;43200; ; ;20;40;80;320;160; ; ; ; ; ; ; ; ; 
Asterion;Young;310; ; ;40; ; ; ;7;1240; ; ; ; ; ;31; ; ; ; ; ; ; ; ; ; 
Asterion;Mature;370; ; ;45; ; ; ;7;1665; ; ; ; ; ;37; ; ; ; ; ; ; ; ; ; 
Asterion;Old;400; ; ;50; ; ; ;8;2000; ; ; ; ; ;40; ; ; ; ; ; ; ; ; ; 
Asterion;Provider;480; ; ;55; ; ; ;9;2640; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; 
Asterion;Leader;530; ; ; ; ; ; ;10; ; ; ; ; ; ;53; ; ; ; ; ; ; ; ; ; 
Asterion;Dominant;600; ; ;61; ; ; ;11;3660; ; ; ; ; ;60; ; ; ; ; ; ; ; ; ; 
Asterion;Alpha;620; ; ;64; ; ; ;12;3968; ; ; ; ; ;62; ; ; ; ; ; ; ; ; ; 
Asterion;Old Alpha; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Asterion;Prowler; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Asterion;Stalker; ; ; ; ; ; ; ;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Atrax;Young;270;960;0.28;37; ; ;Limited;9;999; ; ;35;10;10;27;40;14;13;10; ; ; ; ; ; 
Atrax;Mature;330;717;0.46;44; ; ;Medium;10;1452; ; ;110;18;6;33;100; ; ; ; ; ; ; ; ; 
Atrax;Old;380;826;0.46;57; ; ;Medium;11;2166; ; ;113;22;6;38;105; ; ; ; ; ; ; ; ; 
Atrax;Provider;420;913;0.46;58; ; ;Medium;12;2436; ; ;113;23;6;42;107; ; ; ; ; ; ; ; ; 
Atrax;Guardian;510;1108;0.46;60; ; ;Large;13;3060; ; ;115;23;6;51;120; ; ; ; ; ; ; ; ; 
Atrax;Dominant;560; ; ;73; ; ;Large;15;4088; ; ;118;28;6;56;125; ; ; ; ; ; ; ; ; 
Atrax;Alpha;670;670;1;81; ; ;Large;16;5427; ; ;120;30;6;67;126; ; ; ; ; ; ; ; ; 
Atrax;Old Alpha;1100; ; ;120; ; ;Great;23;13200; ; ;121;31;6;110;130; ; ; ; ; ; ; ; ; 
Atrax;Prowler;1430; ; ;127; ; ;Great; ;18161; ; ;122;32;6;143;132; ; ; ; ; ; ; ; ; 
Atrax;Stalker;2260; ; ;218; ; ; ;39;49268; ; ;123;34;6;226;133; ; ; ; ; ; ; ; ; 
Atrax;Marauder;5870; ; ; ; ; ;Huge;46; ; ; ;134;48;40;587;159; ; ; ; ; ; ; ; ; 
Atrax;Slayer;9620; ; ; ; ; ;Immense;72; ; ; ;161;76;63;962;215; ; ; ; ; ; ; ; ; 
Atrax;Queen;58000; ; ; ; ; ;Immense;147; ; ; ;327;1337;100;5800;485; ; ; ; ; ; ; ; ; 
Atrax;Hatchling;140; ; ; ; ; ;Small;6; ; ; ;27;7;10;14;22; ; ; ; ; ; ; ; ; 
Atrox;Young;990;210;4.71;48;16;20;Medium;17;4752; ; ;20;10;10;99;20; ; ; ; ; ; ; ; ; 
Atrox;Mature;1030;210;4.9;50;16.7;20;Medium;18;5150; ; ;25;10;8;103;30; ; ; ; ; ; ; ; ; 
Atrox;Old;1110;210;5.29;56;18.7;20;Medium;20;6216; ; ;25;10;10;111;90; ; ; ; ; ; ; ; ; 
Atrox;Provider;1290;210;6.14;72;24;20;Large;24;9288; ; ;20;15;15;129;30; ; ; ; ; ; ; ; ; 
Atrox;Guardian;1460;210;6.95;94;31.3;20;Large;29;13724; ; ;25;15;15;146;30; ; ; ; ; ; ; ; ; 
Atrox;Dominant;1600;210;7.62;120;40;20;Great;33;19200; ; ;40;20;4;160;150; ; ; ; ; ; ; ; ; 
Atrox;Alpha;1740;210;8.29;132;44;20;Great;37;22968; ; ;45;15;5;174;169; ; ; ; ; ; ; ; ; 
Atrox;Old Alpha;1960;210;9.33;165;55;20;Huge;45;32340; ; ;50;20;10;196;200; ; ; ; ; ; ; ; ; 
Atrox;Prowler;2140;210;10.19;184;61.3;20;Huge;50;39376; ; ;55;20;10;214;250; ; ; ; ; ; ; ; ; 
Atrox;Stalker;2450;210;11.67;270;90;20;Huge;61;66150; ; ;60;21;10;245;260; ; ; ; ; ; ; ; ; 
Atrox;Elite;11040; ; ;310;103.3;20;Immense; ;342240; ; ;60;15;10;1104;272; ; ; ; ; ; ; ; ; 
Atrox;Marauder;12240; ; ;324;108;20;Immense;117;396576; ; ;63;18;12;1224;292; ; ; ; ; ; ; ; ; 
Atrox;Slayer;19550; ; ;330;110;20;Immense;141;645150; ; ;66;34;12;1955;300; ; ; ; ; ; ; ; ; 
Atrox;Queen;49420; ; ;340;113.3;20;Immense;194;1680280; ; ;60;141;19;4942;420; ; ; ; ; ; ; ; ; 
Atrox;Hatchling;230; ; ;45;15;20;Medium;28;1035; ; ;34;5;10;23;11; ; ; ; ; ; ; ; ; 
Attacker;Gen. 09;350; ; ;32; ; ;Limited; ;1120; ; ;24;11;11;35;25; ; ; ; ; ; ; ; ; 
Attacker;Gen. 02;220; ; ;12; ; ;Minimal;3;264; ; ;20;10;10;22;12; ; ; ;3; ;9; ; ; 
Attacker;Gen. 06;290; ; ;23; ; ;Small; ;667; ; ;22;10;10;29;19; ; ; ; ; ; ; ; ; 
Attacker;Gen. 05;270; ; ;20; ; ;Small; ;540; ; ;21;10;10;27;18; ; ; ; ; ; ; ; ; 
Attacker;Gen. 01;200; ; ;10; ; ;Minimal;4;200; ; ;20;10;10;20;10; ; ; ; ; ; ; ; ;10
Attacker;Gen. 03;240; ; ;15; ; ;Minimal;4;360; ; ;20;10;10;24;14; ; ; ; ; ; ; ; ; 
Attacker;Gen. 04;260; ; ;17; ; ;Minimal; ;442; ; ;21;10;10;26;16; ; ; ; ; ; ; ; ; 
Attacker;Gen. 07;310; ; ;26; ; ;Small; ;806; ; ;22;10;10;31;21; ; ; ; ; ; ; ; ; 
Attacker;Gen. 08;330; ; ;29; ; ;Small; ;957; ; ;23;11;11;33;23; ; ; ; ; ; ; ; ; 
Attacker;Gen. 10;370; ; ;35; ; ;Limited; ;1295; ; ;25;12;12;37;27; ; ; ; ; ; ; ; ; 
Aurli;Weak;1530;160;9.56;77; ; ;Large;33;11781; ; ;50;67;1;153;89;25;2;40; ; ; ; ;10; 
Aurli;Watcher;1670;160;10.44;87; ; ;Large;41;14529; ; ;50;69;1;167;90; ; ; ; ; ; ; ; ; 
Aurli;Soldier;1840;160;11.5;96; ; ;Large;44;17664; ; ;60;30;1;184;130; ; ; ; ; ; ; ; ; 
Aurli;Strong;1940;160;12.13;103; ; ;Great;48;19982; ; ;50;67;1;194;90;29;4;54; ; ; ; ;16; 
Aurli;Ravager;2230;160;13.94;106; ; ;Great;52;23638; ; ;50;40;1;223;102;31;5;52; ; ; ; ;18; 
Aurli;Devastator;2300;160;14.38;113; ; ;Great;55;25990; ; ;50;40;1;230;102; ; ; ; ; ; ; ; ; 
Aurli;Hunter;2360;160;14.75;117; ; ;Great;57;27612; ; ;60;67;1;236;123; ; ; ; ; ; ; ; ; 
Aurli;Queen;3070;160;19.19;185; ; ; ;85;56795; ; ;70;195;1;307;245; ; ; ; ; ; ; ; ; 
Aurli;Majestic;2790;160;17.44;155; ; ;Great;73;43245; ; ;70;130;1;279;201; ; ; ; ; ; ; ; ; 
Aurli;Chaser;2540;160;15.88;134; ; ;Great;62;34036; ; ;50;50;1;254;103; ; ; ; ; ; ; ; ; 
